LATEST,SPEED,LOAD,MAP,IAT,RPM,DISTANCE,FUEL_USED,FUEL_CONSUMPTION,INSTANT_FUEL_CONSUMPTION,LATITUDE,LONGITUDE,ALTITUDE,HEADING,SPEED_GPS,TIME_GPS,X,Y,Z,AAT,AAP
1716020412753704000,108,94.11764705882354,94,30,4095.75,13075.8895433333,834.3658128518,6.565697732769871,9.878679089,46.755465,23.491886333333333,408.9,243.7,111.242,08:20:12+00:00,17,8,109,13.949999999999989,101.8
1716020412994021000,108,94.11764705882354,94,30,4095.75,13083.0990533333,834.8949806894,6.566506697,9.878679089,46.755343833333335,23.491522,409.2,244.35,111.34,08:20:13+00:00,17,2,117,13.949999999999989,101.8
1716020413233779000,108,94.11764705882354,94,30,4159.75,13090.2917933333,835.4337395307,6.5673627049592636,10.081176865554328,46.755343833333335,23.491522,409.2,244.35,111.34,08:20:13+00:00,14,13,111,13.949999999999989,101.8
1716020413233779000,108,94.11764705882354,94,30,4159.75,13090.2917933333,835.4337395307,6.5673627049592636,10.081176865554328,46.755343833333335,23.491522,409.2,244.35,111.34,08:20:13+00:00,15,8,112,13.949999999999989,101.8
1716020413472381000,108,94.11764705882354,94,30,4159.75,13097.4498533333,835.9699007309,6.568214171726232,10.081176865554328,46.755343833333335,23.491522,409.2,244.35,111.34,08:20:13+00:00,20,10,136,13.949999999999989,101.8
1716020413744006000,109,94.11764705882354,94,30,4159.75,13105.6740547222,836.5802677270,6.569166206516024,9.988689004487306,46.755343833333335,23.491522,409.2,244.35,111.34,08:20:13+00:00,16,12,137,13.949999999999989,101.8
1716020413982985000,109,94.11764705882354,94,30,4159.75,13112.9098077777,837.1172760818,6.570003380233567,9.988689004487306,46.7552255,23.491153333333333,409.1,245.09,112.13,08:20:14+00:00,9,7,108,13.949999999999989,101.8
1716020413982985000,109,94.11764705882354,94,30,4159.75,13112.9098077777,837.1172760818,6.570003380233567,9.988689004487306,46.7552255,23.491153333333333,409.1,245.09,112.13,08:20:14+00:00,18,9,124,13.949999999999989,101.8
1716020414223251000,109,94.11764705882354,94,30,4159.75,13120.1845283333,837.6571764470,6.570844649342825,9.988689004487306,46.7552255,23.491153333333333,409.1,245.09,112.13,08:20:14+00:00,18,9,124,13.949999999999989,101.8
1716020414463700000,109,94.11764705882354,94,30,4159.75,13127.4647897222,838.1974880305,6.571686144800022,9.988689004487306,46.7552255,23.491153333333333,409.1,245.09,112.13,08:20:14+00:00,21,9,114,13.949999999999989,101.8
