LATEST,SPEED,LOAD,MAP,IAT,RPM,DISTANCE,FUEL_USED,FUEL_CONSUMPTION,INSTANT_FUEL_CONSUMPTION,LATITUDE,LONGITUDE,ALTITUDE,HEADING,SPEED_GPS,TIME_GPS,X,Y,Z,AAT,AAP
1716019813622881000,40.0,17.647058823529413,93,37,6271.75,2880.9002269444,171.9647080122,5.416041003309072,8.310795253,46.76091577232915,23.49903250658574,424.1,196.36,38.834,08:10:13+00:00,9,-3,122,13.949999999999989,101.8
1716019813863799000,40.0,17.647058823529413,23,37,6271.75,2883.5770936111,171.9647080122,5.415290815386918,0.0,46.7608184207631,23.49899205046001,423.4,196.02,41.336,08:10:14+00:00,12,-8,119,13.949999999999989,101.8
1716019814102980000,40.0,17.647058823529413,23,37,4287.75,2886.2346602778,171.9647080122,5.414546241811191,0.0,46.7608184207631,23.49899205046001,423.4,196.02,41.336,08:10:14+00:00,12,0,127,13.949999999999989,101.8
1716019814343152000,40.0,24.705882352941178,23,37,4287.75,2888.9032380555,171.9647080122,5.413798789235136,0.0,46.7608184207631,23.49899205046001,423.4,196.02,41.336,08:10:14+00:00,18,23,125,13.949999999999989,101.8
1716019814583123000,40.0,24.705882352941178,94,37,4287.75,2891.5695825,172.1116317362,5.414074954637082,7.416292683313996,46.7608184207631,23.49899205046001,423.4,196.02,41.336,08:10:14+00:00,14,20,123,13.949999999999989,101.8
1716019814852657000,40.0,24.705882352941178,94,37,4543.75,2894.5644047222,172.3030949714,5.414569076250759,8.604497866912073,46.760711581603076,23.49894340817566,422.5,196.56,46.42,08:10:15+00:00,15,17,126,13.949999999999989,101.8
1716019815093315000,40.0,94.11764705882354,94,37,4543.75,2897.2383825,172.9543376173,5.418352625,32.779039492998386,46.760711581603076,23.49894340817566,422.5,196.56,46.42,08:10:15+00:00,12,24,121,13.949999999999989,101.8
1716019815333302000,48.0,94.11764705882354,94,37,4543.75,2900.4382091667,173.6037644755,5.421975088,27.31586625554694,46.760711581603076,23.49894340817566,422.5,196.56,46.42,08:10:15+00:00,13,19,129,13.949999999999989,101.8
1716019815573179000,48.0,94.11764705882354,94,37,4543.75,2903.6365691667,174.2528936637,5.425594692222988,27.31586625554694,46.760711581603076,23.49894340817566,422.5,196.56,46.42,08:10:15+00:00,4,18,113,13.949999999999989,101.8
1716019815813291000,48.0,94.11764705882354,94,37,5375.75,2906.8380625,175.0223132258,5.430048942777331,32.34609124705592,46.760711581603076,23.49894340817566,422.5,196.56,46.42,08:10:15+00:00,9,20,126,13.949999999999989,101.8
